chain_id,day,user_id,length,score_mean,score_min
8230,0,1335236,2,0.6696,0.6696
8230,1,4303887,2,0.6696,0.6696
8231,0,155589,2,0.9063,0.9063
8231,1,2123981,2,0.9063,0.9063
8232,0,155588,2,0.9167,0.9167
8232,1,4046840,2,0.9167,0.9167
8233,0,417732,2,0.8652,0.8652
8233,1,1777901,2,0.8652,0.8652
8234,0,24520,2,0.9707,0.9707
8234,1,4142114,2,0.9707,0.9707
8235,0,548809,2,0.8912,0.8912
8235,1,3965337,2,0.8912,0.8912
8236,0,155596,2,0.8899,0.8899
8236,1,4119833,2,0.8899,0.8899
8237,0,942035,2,0.8083,0.8083
8237,1,1754165,2,0.8083,0.8083
8238,0,286678,2,0.9275,0.9275
8238,1,4116535,2,0.9275,0.9275
8239,0,679898,2,0.846,0.846
8239,1,1694820,2,0.846,0.846
8240,0,679901,2,0.7083,0.7083
8240,1,3678283,2,0.7083,0.7083
8241,0,1204192,2,0.65,0.65
8241,1,4551980,2,0.65,0.65
8242,0,548837,2,0.9636,0.9636
8242,1,3464913,2,0.9636,0.9636
8243,0,417772,2,0.75,0.75
8243,1,3851942,2,0.75,0.75
8244,0,1466351,2,0.717,0.717
8244,1,1917248,2,0.717,0.717
8245,0,4612085,2,0.658,0.658
8245,1,1900472,2,0.658,0.658
8246,0,155638,2,0.906,0.906
8246,1,2044766,2,0.906,0.906
8247,0,1204218,2,0.7075,0.7075
8247,1,2017119,2,0.7075,0.7075
8248,0,1466362,2,0.6692,0.6692
8248,1,4476020,2,0.6692,0.6692
8249,0,548866,2,0.8818,0.8818
8249,1,6235295,2,0.8818,0.8818
8250,0,155656,2,0.8164,0.8164
8250,1,4125609,2,0.8164,0.8164
8251,0,417801,2,0.7083,0.7083
8251,1,1430775,2,0.7083,0.7083
8252,0,1073166,2,0.6513,0.6513
8252,1,3643696,2,0.6513,0.6513
8253,0,548879,2,0.875,0.875
8253,1,4082262,2,0.875,0.875
8254,0,1073175,2,0.7292,0.7292
8254,1,3695182,2,0.7292,0.7292
8255,0,24602,2,0.875,0.875
8255,1,1379651,2,0.875,0.875
8256,0,1204251,2,0.8847,0.8847
8256,1,1767837,2,0.8847,0.8847
8257,0,1073181,2,0.6688,0.6688
8257,1,2161054,2,0.6688,0.6688
8258,0,1859616,2,0.6574,0.6574
8258,1,1672054,2,0.6574,0.6574
8259,0,24612,2,0.687,0.687
8259,1,1936235,2,0.687,0.687
8260,0,548902,2,0.7763,0.7763
8260,1,3470006,2,0.7763,0.7763
8261,0,548907,2,0.8178,0.8178
8261,1,3648937,2,0.8178,0.8178
8262,0,24620,2,0.9326,0.9326
8262,1,4064309,2,0.9326,0.9326
8263,0,942128,2,0.7413,0.7413
8263,1,4419070,2,0.7413,0.7413
8264,0,1728561,2,0.675,0.675
8264,1,4016609,2,0.675,0.675
8265,0,1204275,2,0.7036,0.7036
8265,1,1520321,2,0.7036,0.7036
8266,0,1204279,2,0.7167,0.7167
8266,1,6700294,2,0.7167,0.7167
8267,0,942140,2,0.8073,0.8073
8267,1,3813370,2,0.8073,0.8073
8268,0,155712,2,0.848,0.848
8268,1,1415468,2,0.848,0.848
8269,0,1335366,2,0.7167,0.7167
8269,1,2110747,2,0.7167,0.7167
8270,0,417862,2,0.9263,0.9263
8270,1,4096983,2,0.9263,0.9263
8271,0,1597512,2,0.6583,0.6583
8271,1,2450275,2,0.6583,0.6583
8272,0,1335368,2,0.6756,0.6756
8272,1,1500276,2,0.6756,0.6756
8273,0,1204302,2,0.8282,0.8282
8273,1,4256232,2,0.8282,0.8282
8274,0,680015,2,0.8813,0.8813
8274,1,4065258,2,0.8813,0.8813
8275,0,6185040,2,0.65,0.65
8275,1,6457368,2,0.65,0.65
8276,0,155726,2,0.8167,0.8167
8276,1,1807333,2,0.8167,0.8167
8277,0,417876,2,0.8246,0.8246
8277,1,1852043,2,0.8246,0.8246
8278,0,1335382,2,0.7071,0.7071
8278,1,2005911,2,0.7071,0.7071
8279,0,811096,2,0.6545,0.6545
8279,1,3820703,2,0.6545,0.6545
8280,0,942172,2,0.675,0.675
8280,1,4735631,2,0.675,0.675
8281,0,417888,2,0.8667,0.8667
8281,1,4311739,2,0.8667,0.8667
8282,0,155747,2,0.7753,0.7753
8282,1,1632627,2,0.7753,0.7753
8283,0,286822,2,0.8233,0.8233
8283,1,1444626,2,0.8233,0.8233
8284,0,417898,2,0.8577,0.8577
8284,1,1686916,2,0.8577,0.8577
8285,0,942206,2,0.65,0.65
8285,1,4646619,2,0.65,0.65
8286,0,1073279,2,0.6533,0.6533
8286,1,1479819,2,0.6533,0.6533
8287,0,24708,2,0.8511,0.8511
8287,1,4161100,2,0.8511,0.8511
8288,0,24709,2,0.9583,0.9583
8288,1,1720570,2,0.9583,0.9583
8289,0,1073288,2,0.6878,0.6878
8289,1,3840656,2,0.6878,0.6878
8290,0,286860,2,0.693,0.693
8290,1,1783403,2,0.693,0.693
8291,0,811153,2,0.8417,0.8417
8291,1,3590447,2,0.8417,0.8417
8292,0,417937,2,0.8944,0.8944
8292,1,1576055,2,0.8944,0.8944
8293,0,811157,2,0.7333,0.7333
8293,1,1386742,2,0.7333,0.7333
8294,0,811159,2,0.8264,0.8264
8294,1,1517622,2,0.8264,0.8264
8295,0,155801,2,0.8023,0.8023
8295,1,1489693,2,0.8023,0.8023
8296,0,680102,2,0.6528,0.6528
8296,1,4707822,2,0.6528,0.6528
8297,0,286886,2,0.7167,0.7167
8297,1,1595776,2,0.7167,0.7167
8298,0,1859754,2,0.675,0.675
8298,1,4118762,2,0.675,0.675
8299,0,942252,2,0.7,0.7
8299,1,1544311,2,0.7,0.7
8300,0,417964,2,0.9024,0.9024
8300,1,1650514,2,0.9024,0.9024
8301,0,1073328,2,0.6632,0.6632
8301,1,4177447,2,0.6632,0.6632
8302,0,549042,2,0.9031,0.9031
8302,1,1995219,2,0.9031,0.9031
8303,0,286899,2,0.9167,0.9167
8303,1,1397117,2,0.9167,0.9167
8304,0,286905,2,0.8833,0.8833
8304,1,3336937,2,0.8833,0.8833
8305,0,155834,2,0.7905,0.7905
8305,1,1704898,2,0.7905,0.7905
8306,0,942265,2,0.8494,0.8494
8306,1,4383009,2,0.8494,0.8494
8307,0,1073341,2,0.7731,0.7731
8307,1,2211089,2,0.7731,0.7731
8308,0,24768,2,0.8247,0.8247
8308,1,2009230,2,0.8247,0.8247
8309,0,549058,2,0.9732,0.9732
8309,1,1726139,2,0.9732,0.9732
8310,0,1073346,2,0.7827,0.7827
8310,1,1695465,2,0.7827,0.7827
8311,0,24772,2,0.9435,0.9435
8311,1,1803522,2,0.9435,0.9435
8312,0,811202,2,0.825,0.825
8312,1,2919026,2,0.825,0.825
8313,0,1073352,2,0.75,0.75
8313,1,1886453,2,0.75,0.75
8314,0,2253001,2,0.65,0.65
8314,1,4719627,2,0.65,0.65
8315,0,680137,2,0.8397,0.8397
8315,1,3686205,2,0.8397,0.8397
8316,0,155849,2,0.9005,0.9005
8316,1,1375905,2,0.9005,0.9005
8317,0,1335510,2,0.6576,0.6576
8317,1,2146910,2,0.6576,0.6576
8318,0,549084,2,0.8642,0.8642
8318,1,2004782,2,0.8642,0.8642
8319,0,286942,2,0.9169,0.9169
8319,1,1616689,2,0.9169,0.9169
8320,0,1335520,2,0.6987,0.6987
8320,1,2027955,2,0.6987,0.6987
8321,0,1204450,2,0.7083,0.7083
8321,1,3683614,2,0.7083,0.7083
8322,0,286946,2,0.9669,0.9669
8322,1,3876490,2,0.9669,0.9669
8323,0,155876,2,0.8917,0.8917
8323,1,3499228,2,0.8917,0.8917
8324,0,1335527,2,0.6502,0.6502
8324,1,1975511,2,0.6502,0.6502
8325,0,680170,2,0.7333,0.7333
8325,1,2076185,2,0.7333,0.7333
8326,0,155882,2,0.8421,0.8421
8326,1,1436251,2,0.8421,0.8421
8327,0,549104,2,0.9073,0.9073
8327,1,1912542,2,0.9073,0.9073
8328,0,155890,2,0.8231,0.8231
8328,1,4172153,2,0.8231,0.8231
8329,0,418035,2,0.8,0.8
8329,1,1522323,2,0.8,0.8
8330,0,155891,2,0.9306,0.9306
8330,1,3610628,2,0.9306,0.9306
8331,0,155897,2,0.8904,0.8904
8331,1,3946973,2,0.8904,0.8904
8332,0,549116,2,0.8659,0.8659
8332,1,3831126,2,0.8659,0.8659
8333,0,418044,2,0.8984,0.8984
8333,1,1652954,2,0.8984,0.8984
8334,0,1728766,2,0.6546,0.6546
8334,1,4414572,2,0.6546,0.6546
8335,0,811265,2,0.8804,0.8804
8335,1,1693758,2,0.8804,0.8804
8336,0,1073410,2,0.7074,0.7074
8336,1,1856458,2,0.7074,0.7074
8337,0,3694853,2,0.6662,0.6662
8337,1,5571590,2,0.6662,0.6662
8338,0,549126,2,0.9371,0.9371
8338,1,3628305,2,0.9371,0.9371
8339,0,155924,2,0.7326,0.7326
8339,1,1584951,2,0.7326,0.7326
8340,0,1335573,2,0.675,0.675
8340,1,3820517,2,0.675,0.675
8341,0,811288,2,0.8598,0.8598
8341,1,1651791,2,0.8598,0.8598
8342,0,811290,2,0.7024,0.7024
8342,1,3823981,2,0.7024,0.7024
8343,0,287004,2,0.98,0.98
8343,1,1906531,2,0.98,0.98
8344,0,811293,2,0.8068,0.8068
8344,1,2128736,2,0.8068,0.8068
8345,0,811298,2,0.6555,0.6555
8345,1,6070080,2,0.6555,0.6555
8346,0,418094,2,0.89,0.89
8346,1,4379215,2,0.89,0.89
8347,0,155953,2,0.8827,0.8827
8347,1,1862539,2,0.8827,0.8827
8348,0,549169,2,0.879,0.879
8348,1,3525540,2,0.879,0.879
8349,0,155955,2,0.8368,0.8368
8349,1,3768919,2,0.8368,0.8368
8350,0,1335608,2,0.6549,0.6549
8350,1,4064903,2,0.6549,0.6549
8351,0,549178,2,0.8275,0.8275
8351,1,1495156,2,0.8275,0.8275
8352,0,811324,2,0.8848,0.8848
8352,1,4314661,2,0.8848,0.8848
8353,0,24892,2,0.8677,0.8677
8353,1,1517116,2,0.8677,0.8677
8354,0,811329,2,0.8895,0.8895
8354,1,3662623,2,0.8895,0.8895
8355,0,287046,2,0.8459,0.8459
8355,1,1956049,2,0.8459,0.8459
8356,0,287047,2,0.8917,0.8917
8356,1,2967400,2,0.8917,0.8917
8357,0,418121,2,0.7923,0.7923
8357,1,2005151,2,0.7923,0.7923
8358,0,549196,2,0.9653,0.9653
8358,1,1659182,2,0.9653,0.9653
8359,0,1073496,2,0.6537,0.6537
8359,1,3952021,2,0.6537,0.6537
8360,0,1204574,2,0.7175,0.7175
8360,1,2095557,2,0.7175,0.7175
8361,0,811359,2,0.8374,0.8374
8361,1,4054097,2,0.8374,0.8374
8362,0,418144,2,0.8516,0.8516
8362,1,1423242,2,0.8516,0.8516
8363,0,1991009,2,0.65,0.65
8363,1,4700928,2,0.65,0.65
8364,0,549216,2,0.9155,0.9155
8364,1,2019399,2,0.9155,0.9155
8365,0,1204580,2,0.6742,0.6742
8365,1,4882977,2,0.6742,0.6742
8366,0,287077,2,0.9265,0.9265
8366,1,1821314,2,0.9265,0.9265
8367,0,287080,2,0.9107,0.9107
8367,1,3765458,2,0.9107,0.9107
8368,0,24940,2,0.8333,0.8333
8368,1,1844822,2,0.8333,0.8333
8369,0,418159,2,0.9113,0.9113
8369,1,3459906,2,0.9113,0.9113
8370,0,811376,2,0.7399,0.7399
8370,1,3751426,2,0.7399,0.7399
8371,0,811379,2,0.6917,0.6917
8371,1,4236370,2,0.6917,0.6917
8372,0,811380,2,0.6855,0.6855
8372,1,4318200,2,0.6855,0.6855
8373,0,287094,2,0.7917,0.7917
8373,1,3728578,2,0.7917,0.7917
8374,0,1073530,2,0.6729,0.6729
8374,1,4489917,2,0.6729,0.6729
8375,0,287103,2,0.8678,0.8678
8375,1,1946522,2,0.8678,0.8678
8376,0,287104,2,0.8731,0.8731
8376,1,3832704,2,0.8731,0.8731
8377,0,942471,2,0.6667,0.6667
8377,1,1850140,2,0.6667,0.6667
8378,0,1204616,2,0.7769,0.7769
8378,1,1886309,2,0.7769,0.7769
8379,0,549256,2,0.7909,0.7909
8379,1,1994096,2,0.7909,0.7909
8380,0,418184,2,0.8991,0.8991
8380,1,1705196,2,0.8991,0.8991
8381,0,1073551,2,0.6569,0.6569
8381,1,2172263,2,0.6569,0.6569
8382,0,287120,2,0.9184,0.9184
8382,1,3780301,2,0.9184,0.9184
8383,0,156049,2,0.905,0.905
8383,1,1594917,2,0.905,0.905
8384,0,156050,2,0.9083,0.9083
8384,1,1512269,2,0.9083,0.9083
8385,0,287133,2,0.9182,0.9182
8385,1,1727350,2,0.9182,0.9182
8386,0,680352,2,0.9035,0.9035
8386,1,3996849,2,0.9035,0.9035
8387,0,25008,2,0.9263,0.9263
8387,1,2049778,2,0.9263,0.9263
8388,0,156080,2,0.7518,0.7518
8388,1,1481000,2,0.7518,0.7518
8389,0,1728952,2,0.6972,0.6972
8389,1,4520327,2,0.6972,0.6972
8390,0,549305,2,0.6798,0.6798
8390,1,1821825,2,0.6798,0.6798
8391,0,1597882,2,0.6538,0.6538
8391,1,3907346,2,0.6538,0.6538
8392,0,1073595,2,0.6833,0.6833
8392,1,4998053,2,0.6833,0.6833
8393,0,1073592,2,0.65,0.65
8393,1,1836506,2,0.65,0.65
8394,0,1073599,2,0.675,0.675
8394,1,1631825,2,0.675,0.675
8395,0,680384,2,0.823,0.823
8395,1,3722991,2,0.823,0.823
8396,0,1335744,2,0.6574,0.6574
8396,1,4762303,2,0.6574,0.6574
8397,0,680390,2,0.7538,0.7538
8397,1,3960908,2,0.7538,0.7538
8398,0,1073606,2,0.6612,0.6612
8398,1,4436168,2,0.6612,0.6612
8399,0,287177,2,0.9057,0.9057
8399,1,1636405,2,0.9057,0.9057
8400,0,1466826,2,0.6525,0.6525
8400,1,1907719,2,0.6525,0.6525
8401,0,811474,2,0.7553,0.7553
8401,1,2022956,2,0.7553,0.7553
8402,0,811480,2,0.8463,0.8463
8402,1,1934476,2,0.8463,0.8463
8403,0,25050,2,0.975,0.975
8403,1,4562991,2,0.975,0.975
8404,0,1335772,2,0.6571,0.6571
8404,1,1610351,2,0.6571,0.6571
8405,0,811497,2,0.694,0.694
8405,1,2028602,2,0.694,0.694
8406,0,549356,2,0.8515,0.8515
8406,1,4437847,2,0.8515,0.8515
8407,0,156142,2,0.8383,0.8383
8407,1,1850335,2,0.8383,0.8383
8408,0,1073646,2,0.6583,0.6583
8408,1,1977835,2,0.6583,0.6583
8409,0,942576,2,0.6795,0.6795
8409,1,1983279,2,0.6795,0.6795
8410,0,811507,2,0.6673,0.6673
8410,1,1836606,2,0.6673,0.6673
8411,0,156148,2,0.8583,0.8583
8411,1,4335267,2,0.8583,0.8583
8412,0,942582,2,0.8627,0.8627
8412,1,1396500,2,0.8627,0.8627
8413,0,942583,2,0.8682,0.8682
8413,1,1508315,2,0.8682,0.8682
8414,0,1073656,2,0.6575,0.6575
8414,1,2101636,2,0.6575,0.6575
8415,0,25081,2,0.7815,0.7815
8415,1,1628548,2,0.7815,0.7815
8416,0,156156,2,0.8567,0.8567
8416,1,1851788,2,0.8567,0.8567
8417,0,287231,2,0.8718,0.8718
8417,1,1639995,2,0.8718,0.8718
8418,0,1204738,2,0.65,0.65
8418,1,4477214,2,0.65,0.65
8419,0,1597959,2,0.7,0.7
8419,1,1812692,2,0.7,0.7
8420,0,680457,2,0.8827,0.8827
8420,1,6382941,2,0.8827,0.8827
8421,0,549388,2,0.8585,0.8585
8421,1,3525240,2,0.8585,0.8585
8422,0,418318,2,0.8984,0.8984
8422,1,1577893,2,0.8984,0.8984
8423,0,25106,2,0.8,0.8
8423,1,3584666,2,0.8,0.8
8424,0,1597971,2,0.6577,0.6577
8424,1,3808027,2,0.6577,0.6577
8425,0,1073690,2,0.65,0.65
8425,1,1952977,2,0.65,0.65
8426,0,942619,2,0.6956,0.6956
8426,1,6912732,2,0.6956,0.6956
8427,0,287260,2,0.8528,0.8528
8427,1,3450726,2,0.8528,0.8528
8428,0,1073693,2,0.6672,0.6672
8428,1,4035939,2,0.6672,0.6672
8429,0,287263,2,0.8673,0.8673
8429,1,3475981,2,0.8673,0.8673
8430,0,156192,2,0.7658,0.7658
8430,1,3175422,2,0.7658,0.7658
8431,0,549411,2,0.8083,0.8083
8431,1,4094500,2,0.8083,0.8083
8432,0,549415,2,0.7417,0.7417
8432,1,2004825,2,0.7417,0.7417
8433,0,549419,2,0.8917,0.8917
8433,1,4008197,2,0.8917,0.8917
8434,0,1335853,2,0.7081,0.7081
8434,1,1643777,2,0.7081,0.7081
8435,0,1204783,2,0.7864,0.7864
8435,1,1559946,2,0.7864,0.7864
8436,0,418354,2,0.8926,0.8926
8436,1,4074071,2,0.8926,0.8926
8437,0,287288,2,0.8523,0.8523
8437,1,3760176,2,0.8523,0.8523
8438,0,1335871,2,0.661,0.661
8438,1,4032348,2,0.661,0.661
8439,0,549441,2,0.8307,0.8307
8439,1,3735751,2,0.8307,0.8307
8440,0,811587,2,0.8873,0.8873
8440,1,1458773,2,0.8873,0.8873
8441,0,1073734,2,0.6555,0.6555
8441,1,4101391,2,0.6555,0.6555
8442,0,1335884,2,0.6667,0.6667
8442,1,4270089,2,0.6667,0.6667
8443,0,1860172,2,0.675,0.675
8443,1,6992995,2,0.675,0.675
8444,0,156239,2,0.7489,0.7489
8444,1,1790564,2,0.7489,0.7489
8445,0,156240,2,0.9137,0.9137
8445,1,1694898,2,0.9137,0.9137
8446,0,1073744,2,0.6583,0.6583
8446,1,4915190,2,0.6583,0.6583
8447,0,25170,2,0.8551,0.8551
8447,1,3467817,2,0.8551,0.8551
8448,0,2253395,2,0.6655,0.6655
8448,1,4622073,2,0.6655,0.6655
8449,0,1598034,2,0.6998,0.6998
8449,1,4292477,2,0.6998,0.6998
8450,0,418388,2,0.8939,0.8939
8450,1,1644154,2,0.8939,0.8939
8451,0,2253396,2,0.6521,0.6521
8451,1,3762570,2,0.6521,0.6521
8452,0,1073756,2,0.8409,0.8409
8452,1,4242906,2,0.8409,0.8409
8453,0,811614,2,0.7083,0.7083
8453,1,1410117,2,0.7083,0.7083
8454,0,418399,2,0.9443,0.9443
8454,1,3857842,2,0.9443,0.9443
8455,0,418401,2,0.8868,0.8868
8455,1,3682679,2,0.8868,0.8868
8456,0,156258,2,0.888,0.888
8456,1,3985004,2,0.888,0.888
8457,0,1073763,2,0.6583,0.6583
8457,1,1907760,2,0.6583,0.6583
8458,0,1204844,2,0.6523,0.6523
8458,1,4661345,2,0.6523,0.6523
8459,0,549485,2,0.7924,0.7924
8459,1,1720217,2,0.7924,0.7924
8460,0,1991281,2,0.6542,0.6542
8460,1,4494202,2,0.6542,0.6542
8461,0,1466993,2,0.6524,0.6524
8461,1,1876907,2,0.6524,0.6524
8462,0,25205,2,0.825,0.825
8462,1,5531427,2,0.825,0.825
8463,0,1598072,2,0.6593,0.6593
8463,1,3741760,2,0.6593,0.6593
8464,0,418426,2,0.875,0.875
8464,1,3369773,2,0.875,0.875
8465,0,1467010,2,0.6655,0.6655
8465,1,4320735,2,0.6655,0.6655
8466,0,1991299,2,0.6823,0.6823
8466,1,1790502,2,0.6823,0.6823
8467,0,2384516,2,0.6582,0.6582
8467,1,2109545,2,0.6582,0.6582
8468,0,1073796,2,0.6542,0.6542
8468,1,2163111,2,0.6542,0.6542
8469,0,1073795,2,0.65,0.65
8469,1,1903687,2,0.65,0.65
8470,0,156295,2,0.916,0.916
8470,1,3819015,2,0.916,0.916
8471,0,418454,2,0.7667,0.7667
8471,1,1496768,2,0.7667,0.7667
8472,0,549536,2,0.8678,0.8678
8472,1,3716884,2,0.8678,0.8678
8473,0,942755,2,0.6979,0.6979
8473,1,1746338,2,0.6979,0.6979
8474,0,25252,2,0.8358,0.8358
8474,1,3842783,2,0.8358,0.8358
8475,0,25255,2,0.9015,0.9015
8475,1,3802520,2,0.9015,0.9015
8476,0,287399,2,0.9128,0.9128
8476,1,1546915,2,0.9128,0.9128
8477,0,549550,2,0.9083,0.9083
8477,1,2184630,2,0.9083,0.9083
8478,0,549553,2,0.7693,0.7693
8478,1,2173889,2,0.7693,0.7693
8479,0,287410,2,0.716,0.716
8479,1,1696812,2,0.716,0.716
8480,0,287412,2,0.9583,0.9583
8480,1,1857243,2,0.9583,0.9583
8481,0,811702,2,0.859,0.859
8481,1,3673616,2,0.859,0.859
8482,0,1335995,2,0.6739,0.6739
8482,1,7111823,2,0.6739,0.6739
8483,0,418496,2,0.9727,0.9727
8483,1,1465827,2,0.9727,0.9727
8484,0,25285,2,0.9601,0.9601
8484,1,1412318,2,0.9601,0.9601
8485,0,25296,2,0.6634,0.6634
8485,1,2043196,2,0.6634,0.6634
8486,0,25303,2,0.9651,0.9651
8486,1,1966865,2,0.9651,0.9651
8487,0,680665,2,0.8882,0.8882
8487,1,1742872,2,0.8882,0.8882
8488,0,156379,2,0.9683,0.9683
8488,1,1708057,2,0.9683,0.9683
8489,0,1204960,2,0.8466,0.8466
8489,1,1776032,2,0.8466,0.8466
8490,0,680674,2,0.8294,0.8294
8490,1,4456306,2,0.8294,0.8294
8491,0,1336036,2,0.7535,0.7535
8491,1,1810050,2,0.7535,0.7535
8492,0,942823,2,0.7563,0.7563
8492,1,1936226,2,0.7563,0.7563
8493,0,287466,2,0.9323,0.9323
8493,1,3535451,2,0.9323,0.9323
8494,0,287467,2,0.8441,0.8441
8494,1,1412090,2,0.8441,0.8441
8495,0,680686,2,0.9546,0.9546
8495,1,2935788,2,0.9546,0.9546
8496,0,680694,2,0.9083,0.9083
8496,1,3780630,2,0.9083,0.9083
8497,0,1598202,2,0.6532,0.6532
8497,1,1831074,2,0.6532,0.6532
8498,0,811772,2,0.8369,0.8369
8498,1,3781923,2,0.8369,0.8369
8499,0,811781,2,0.7771,0.7771
8499,1,2035589,2,0.7771,0.7771
8500,0,1336070,2,0.6552,0.6552
8500,1,3881097,2,0.6552,0.6552
8501,0,1336071,2,0.65,0.65
8501,1,2562541,2,0.65,0.65
8502,0,287496,2,0.9452,0.9452
8502,1,3158684,2,0.9452,0.9452
8503,0,1073927,2,0.65,0.65
8503,1,1796971,2,0.65,0.65
8504,0,418570,2,0.9917,0.9917
8504,1,1637467,2,0.9917,0.9917
8505,0,25355,2,0.75,0.75
8505,1,1769604,2,0.75,0.75
8506,0,287499,2,0.752,0.752
8506,1,1637898,2,0.752,0.752
8507,0,1991438,2,0.6675,0.6675
8507,1,4486806,2,0.6675,0.6675
8508,0,418575,2,0.8104,0.8104
8508,1,4232745,2,0.8104,0.8104
8509,0,680719,2,0.9174,0.9174
8509,1,1552687,2,0.9174,0.9174
8510,0,680725,2,0.9892,0.9892
8510,1,3383492,2,0.9892,0.9892
8511,0,549653,2,0.975,0.975
8511,1,4335111,2,0.975,0.975
8512,0,811804,2,0.6887,0.6887
8512,1,1769119,2,0.6887,0.6887
8513,0,156452,2,0.8167,0.8167
8513,1,1632170,2,0.8167,0.8167
8514,0,156455,2,0.825,0.825
8514,1,4559612,2,0.825,0.825
8515,0,1073962,2,0.6512,0.6512
8515,1,4285308,2,0.6512,0.6512
8516,0,549678,2,0.825,0.825
8516,1,4248172,2,0.825,0.825
8517,0,942899,2,0.672,0.672
8517,1,1501276,2,0.672,0.672
8518,0,942902,2,0.8415,0.8415
8518,1,1821607,2,0.8415,0.8415
8519,0,549687,2,0.8145,0.8145
8519,1,1679802,2,0.8145,0.8145
8520,0,811831,2,0.724,0.724
8520,1,3400073,2,0.724,0.724
8521,0,287547,2,0.9224,0.9224
8521,1,4287730,2,0.9224,0.9224
8522,0,942909,2,0.6862,0.6862
8522,1,1928502,2,0.6862,0.6862
8523,0,25413,2,0.9084,0.9084
8523,1,1415992,2,0.9084,0.9084
8524,0,3302215,2,0.65,0.65
8524,1,2437205,2,0.65,0.65
8525,0,1336138,2,0.6626,0.6626
8525,1,4256189,2,0.6626,0.6626
8526,0,1336139,2,0.6991,0.6991
8526,1,1534314,2,0.6991,0.6991
8527,0,1467214,2,0.7158,0.7158
8527,1,2077973,2,0.7158,0.7158
8528,0,156495,2,0.875,0.875
8528,1,1826651,2,0.875,0.875
8529,0,418641,2,0.8894,0.8894
8529,1,1844832,2,0.8894,0.8894
8530,0,156499,2,0.7073,0.7073
8530,1,1948433,2,0.7073,0.7073
8531,0,418644,2,0.9165,0.9165
8531,1,3989063,2,0.9165,0.9165
8532,0,418643,2,0.9482,0.9482
8532,1,4214907,2,0.9482,0.9482
8533,0,287575,2,0.8582,0.8582
8533,1,1802870,2,0.8582,0.8582
8534,0,156508,2,0.9404,0.9404
8534,1,1433770,2,0.9404,0.9404
8535,0,1336157,2,0.6566,0.6566
8535,1,4446145,2,0.6566,0.6566
8536,0,1598315,2,0.6667,0.6667
8536,1,2120077,2,0.6667,0.6667
8537,0,1729387,2,0.65,0.65
8537,1,4391290,2,0.65,0.65
8538,0,156528,2,0.7727,0.7727
8538,1,1823892,2,0.7727,0.7727
8539,0,1074038,2,0.6539,0.6539
8539,1,6971794,2,0.6539,0.6539
8540,0,156534,2,0.9561,0.9561
8540,1,1610157,2,0.9561,0.9561
8541,0,811895,2,0.9743,0.9743
8541,1,1448733,2,0.9743,0.9743
8542,0,1205112,2,0.6783,0.6783
8542,1,4334173,2,0.6783,0.6783
8543,0,680825,2,0.8693,0.8693
8543,1,1547923,2,0.8693,0.8693
8544,0,549755,2,0.8363,0.8363
8544,1,4104240,2,0.8363,0.8363
8545,0,418685,2,0.8102,0.8102
8545,1,3902878,2,0.8102,0.8102
8546,0,156545,2,0.9407,0.9407
8546,1,1464793,2,0.9407,0.9407
8547,0,156547,2,0.9372,0.9372
8547,1,2054098,2,0.9372,0.9372
8548,0,1074053,2,0.6516,0.6516
8548,1,4187529,2,0.6516,0.6516
8549,0,156552,2,0.7583,0.7583
8549,1,1738132,2,0.7583,0.7583
8550,0,1205131,2,0.7079,0.7079
8550,1,4324947,2,0.7079,0.7079
8551,0,418705,2,0.9398,0.9398
8551,1,1423613,2,0.9398,0.9398
8552,0,418706,2,0.7126,0.7126
8552,1,1469295,2,0.7126,0.7126
8553,0,1205142,2,0.7247,0.7247
8553,1,1834624,2,0.7247,0.7247
8554,0,943007,2,0.657,0.657
8554,1,4510118,2,0.657,0.657
8555,0,1336224,2,0.65,0.65
8555,1,2168911,2,0.65,0.65
8556,0,418721,2,0.8782,0.8782
8556,1,3945013,2,0.8782,0.8782
8557,0,156577,2,0.9358,0.9358
8557,1,2215529,2,0.9358,0.9358
8558,0,811939,2,0.947,0.947
8558,1,4114956,2,0.947,0.947
8559,0,287650,2,0.9163,0.9163
8559,1,2042636,2,0.9163,0.9163
8560,0,549797,2,0.9743,0.9743
8560,1,3828127,2,0.9743,0.9743
8561,0,1205161,2,0.6536,0.6536
8561,1,4624658,2,0.6536,0.6536
8562,0,287658,2,0.8676,0.8676
8562,1,1554140,2,0.8676,0.8676
8563,0,418731,2,0.7333,0.7333
8563,1,4084837,2,0.7333,0.7333
8564,0,943020,2,0.8826,0.8826
8564,1,4455982,2,0.8826,0.8826
8565,0,1074097,2,0.6667,0.6667
8565,1,2123195,2,0.6667,0.6667
8566,0,1205175,2,0.6518,0.6518
8566,1,4042463,2,0.6518,0.6518
8567,0,1074105,2,0.6558,0.6558
8567,1,4710148,2,0.6558,0.6558
8568,0,1205178,2,0.8337,0.8337
8568,1,3585622,2,0.8337,0.8337
8569,0,1074108,2,0.6722,0.6722
8569,1,5156568,2,0.6722,0.6722
8570,0,811968,2,0.6832,0.6832
8570,1,1968938,2,0.6832,0.6832
8571,0,943047,2,0.7984,0.7984
8571,1,2093273,2,0.7984,0.7984
8572,0,156623,2,0.9491,0.9491
8572,1,2027346,2,0.9491,0.9491
8573,0,287697,2,0.9331,0.9331
8573,1,1705706,2,0.9331,0.9331
